主从表关联ID,帐号,数据状态,行政区划代码,行业代码2017,注册资金,上市及新三板、四板挂牌情况,上市挂牌时间,本公司是否为上市挂牌企业主体,上市挂牌企业年末市值,工业总产值当年价格,营业收入,其中主营业务收入,其中技术收入,其中技术转让收入,技术承包收入,技术咨询与服务收入,接受委托研究开发收入,产品销售收入,其中高新技术产品,商品销售收入,其他营业收入,净利润,从业人员期末人数,其中留学归国人员,其中外籍常驻人员,其中引进外籍专家,其中当年新增从业人员,其中吸纳高校应届毕业生,从业人员年平均人数,具有研究生学历位人员,其中博士,其中硕士,具有大学本科学历位人员,具有大学专科学历人员,接受高等教育前为非就业地户籍人员,技能人员,其中高级技师国家职业资格一级,技师国家职业资格二级,高级技能人员国家职业资格三级,中级技能人员国家职业资格四级,初级技能人员国家职业资格五级,中层及以上管理人员,专业技术人员,科技活动人员合计,科技活动费用合计,当年专利申请数
351890,91450100756541958B,en,4501,6513,10000,00,,,0,0,9841.4,9841.3,17,0,0,17,0,9824.4,0,0,0,552.6,33,0,0,0,5,5,30,0,0,0,25,8,0,0,0,0,0,0,0,9,0,25,2154.4,0
351893,914501007537179118,en,4501,6599,10000,00,,,0,0,5354,5354,5354,0,0,5354,0,0,0,0,0,-1067,62,0,0,0,0,0,62,0,0,0,15,20,0,25,0,0,5,15,5,10,30,15,564,6
351894,91450100799708236Y,en,4501,6531,5000,00,,,0,0,6869.9,6869.9,1372.2,0,0,1372.2,0,0,0,5369.7,128,674.7,11,0,0,0,0,0,9,0,0,0,5,4,0,0,0,0,0,0,0,2,6,6,295.9,0
351897,91450100785245031M,en,4501,4419,50000,00,,,0,11783,11783,11783,0,0,0,0,0,11783,11783,0,0,211,16,0,0,0,0,0,16,0,0,0,2,4,0,0,0,0,0,0,0,0,0,16,456.4,7
351898,91450100672476116C,en,4501,4862,10000,00,,,0,0,7312,7312,373,0,0,373,0,0,0,1312,5627,413,11,0,0,0,0,0,19,0,0,0,6,5,0,0,0,0,0,0,0,2,4,11,4210,2
351901,91450103799700584G,en,4501,6513,5000,00,,,0,0,15843,10000,10000,0,0,10000,0,5843,0,0,0,187,20,0,0,0,0,0,20,0,0,0,10,10,0,0,0,0,0,0,0,8,12,20,1600,0
351904,91450100330632086G,en,4501,7461,5000,00,,,0,0,9293.96,9293.96,9293.96,0,0,9293.96,0,0,0,0,0,2083.55,49,0,0,0,9,5,47,3,0,3,22,15,4,14,0,0,3,4,7,8,28,28,654,0
351905,91450100330789630N,en,4501,7475,27000,00,,,0,0,4397,4397,0,0,0,0,0,4397,4397,0,0,17,23,0,0,0,4,0,20,0,0,0,5,14,0,0,0,0,0,0,0,8,4,8,220,0
351906,91450103759772348R,en,4501,6531,2000,00,,,0,0,8575.39,8575.39,1664.04,0,0,968.19,695.85,900,0,6000,11.35,50.55,18,0,0,0,1,0,18,0,0,0,10,8,0,0,0,0,0,0,0,7,9,6,534,0
351907,9145010371883301X3,en,4501,6531,2000,00,,,0,0,1321.36,663.54,657.82,0,0,657.82,0,0,0,663.54,0,-226.78,12,0,0,0,3,0,12,0,0,0,8,4,0,0,0,0,0,0,0,2,10,12,373.2,0
351909,91450100585973317B,en,4501,0190,11764.71,00,,,0,0,6032.88,6032.88,3490.88,0,0,3490.88,0,2542,2542,0,0,614.58,12,0,0,0,0,0,12,1,0,1,2,9,0,0,0,0,0,0,0,3,4,3,1087.15,0
351910,914501005859630048,en,4501,3831,30000,00,,,0,18200,18215,18215,0,0,0,0,0,18200,12021,15,0,125,8,0,0,0,2,0,8,0,0,0,1,3,3,0,0,0,0,0,0,1,4,4,1044,6
351913,9145010069760636X6,en,4501,6531,1000,00,,,0,0,3033.41,3033.41,67.21,0,0,67.21,0,0,0,2966.2,0,-17.16,6,0,0,0,3,0,6,0,0,0,2,2,4,0,0,0,0,0,0,2,3,3,101.25,0
351914,914501005718362661,en,4501,3591,2500,00,,,0,14372.36,13773.86,13773.86,0,0,0,0,0,12600.12,11587.12,0,1173.74,418.61,52,0,0,0,0,0,40,0,0,0,6,9,0,0,0,0,0,0,0,11,8,9,589.21,25
351915,91450100791323091R,en,4501,7721,10060,00,,,0,4046.65,8146.65,8146.65,0,0,0,0,0,8146.65,8146.65,0,0,138.17,18,0,0,0,0,0,12,1,0,1,8,3,0,4,0,0,1,2,1,5,3,8,499.6,0
351916,914501087943496252,en,4501,5090,2000,00,,,0,0,28656,28656,28656,0,0,28656,0,0,0,0,0,3113,76,0,0,0,23,0,73,2,0,2,25,46,0,30,3,0,2,19,6,16,57,24,3559,0
351919,914501007512372443,en,4501,6513,10000,00,,,0,0,4462.81,4462.81,2237.37,0,0,853.31,1384.06,256.03,0,223.96,1745.45,94.43,25,0,0,1,3,0,25,1,0,1,15,7,3,1,1,0,0,0,0,4,15,16,1623.71,0
351921,91450100554715366U,en,4501,5176,1050,00,,,0,0,5085.01,5085.01,114.58,0,0,114.58,0,0,0,4970.43,0,132.33,26,0,0,0,0,0,28,0,0,0,11,12,0,0,0,0,0,0,0,4,0,10,1091.76,0
351923,91450100056049364B,en,4501,7452,2000,00,,,0,0,6505,6505,6505,0,0,6505,0,0,0,0,0,1254,23,0,0,0,2,0,25,3,0,3,9,6,9,21,3,10,2,3,3,6,13,12,880,0
351924,91450100315960479T,en,4501,7461,10000,00,,,0,0,11237.83,11237.83,11237.83,0,0,11237.83,0,0,0,0,0,252.75,42,0,0,0,18,0,42,1,0,1,28,12,2,13,1,0,0,3,9,8,30,10,339,10
351927,914501005522861312,en,4501,6520,350,00,,,0,0,3483,3483,0,0,0,0,0,3483,2556,0,0,-32,16,0,0,0,7,0,15,0,0,0,7,9,0,0,0,0,0,0,0,5,7,10,200,0
351928,914501005951289934,en,4501,7452,5180,00,,,0,0,7262.61,1089.72,3754.19,0,0,3754.19,0,3479.81,3479.81,22.87,5.74,45.22,37,1,0,0,12,3,35,2,0,2,16,14,0,0,0,0,0,0,0,7,6,5,500,5
351929,91450100MA5KD8EC42,en,4501,6513,3000,00,,,0,0,1410.52,1410.52,658.52,0,0,658.52,0,0,0,0,752,-689.83,14,0,0,0,0,0,15,1,0,1,13,0,0,8,0,0,4,0,4,2,6,8,983.59,0
351930,91450122785237867B,en,4501,2667,5000,00,,,0,7380.7,6650.6,6650.6,0,0,0,0,0,5985,5320,665.6,0,238.76,40,1,0,0,0,0,36,2,0,2,7,14,0,0,0,0,0,0,0,3,6,7,79,5
351932,914501005794478630,en,4501,0111,30000,00,,,0,0,13738,13508,230,230,0,0,0,8099,8099,5318,91,-101,16,0,0,0,0,0,16,0,0,0,6,5,0,5,0,0,0,2,3,2,8,8,897,1
351933,914501075794124923,en,4501,7514,60000,00,,,0,0,6417,6417,3250,0,0,3250,0,2350,2350,817,0,-65.8,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,10,0
351934,914501000527432607,en,4501,7452,500,00,,,0,0,3346.63,3346.63,3346.63,0,0,3346.63,0,0,0,0,0,366.01,20,0,0,0,4,0,19,5,0,2,10,4,0,0,0,0,0,0,0,6,9,9,305.5,0
351937,914501035667785160,en,4501,7492,3000,00,,,0,0,5162.99,5162.99,5162.99,0,0,5162.99,0,0,0,0,0,221.1,25,0,0,0,5,5,25,0,0,0,20,5,0,0,0,0,0,0,0,5,20,20,373.33,0
351938,914501005718102855,en,4501,8730,2500,00,,,0,0,5014.82,5014.82,0,0,0,0,0,5014.82,4913.3,0,0,364.75,32,0,0,0,4,4,19,2,0,2,28,2,8,1,0,1,0,0,0,8,24,7,1580.2,0
351940,91450100054380272R,en,4501,6599,5000,00,,,0,0,9361.58,9361.58,7816.9,0,0,7816.9,0,0,0,1544.68,0,975.87,18,0,0,0,6,4,18,0,0,0,10,8,0,8,0,4,0,0,4,4,14,5,550.82,0
351941,91450100685158328T,en,4501,7721,20000,00,,,0,0,9270.28,8270.28,1000,0,0,1000,0,0,0,8270.28,0,267.32,20,0,0,0,0,0,20,0,0,0,8,12,19,6,0,0,0,3,3,6,6,8,400,0
351944,91450107759764874D,en,4501,4790,10000,00,,,0,0,3353,3186,3186,0,0,3186,0,0,0,0,167,-129,39,0,0,0,2,0,39,1,0,1,7,0,0,7,0,0,0,0,7,10,7,7,3460,9
351947,9145010055722532XC,en,4501,2319,1500,00,,,0,5633.81,5633.81,5633.81,0,0,0,0,0,5633.81,5633.81,0,0,-2215.11,27,0,0,0,0,0,40,0,0,0,2,2,0,0,0,0,0,0,0,6,11,11,282.6,0
351949,91450100680110173D,en,4501,4419,52000,00,,,0,4434.34,4434.34,4434.34,0,0,0,0,0,4434.34,2850,0,0,115.98,10,0,0,0,0,0,10,1,0,1,5,4,0,2,0,0,0,0,2,5,5,6,466.41,1
351951,914501005819794049,en,4501,6531,10080,00,,,0,0,8042.06,8042.06,312.53,0,0,312.53,0,0,0,7729.53,0,2414.58,27,0,0,0,11,0,21,1,1,0,18,8,0,0,0,0,0,0,0,0,0,3,121.17,0
351954,914501007114854117,en,4501,4011,13000,00,,,0,3530,3332,3252,80,0,0,80,0,3252,1206,0,0,-582,20,0,0,0,2,0,20,1,0,1,10,5,0,10,2,0,0,4,4,5,10,15,464,0
351956,914501000674183212,en,4501,5013,13800,00,,,0,0,3688,3688,1000,1000,0,0,0,2688,2688,0,0,129,28,0,0,0,0,0,28,0,0,0,3,3,0,1,0,0,0,0,1,0,0,12,1980,0
351957,91450100591336859J,en,4501,6513,5000,00,,,0,0,1628.16,1628.16,1628.16,0,0,1628.16,0,0,0,0,0,-261.35,18,0,0,0,1,1,18,0,0,0,3,14,0,4,0,0,0,3,1,3,14,14,194.17,0
351958,914501020865312820,en,4501,6531,10000,00,,,0,0,2169.05,2169.05,4.87,0,0,4.87,0,2164.18,0,0,0,-16.19,12,0,0,0,0,0,12,0,0,0,1,5,0,1,0,1,0,0,0,3,6,6,131.5,0
351959,91450105782118328W,en,4501,6513,2000,00,,,0,0,4083.57,4083.57,2600,0,0,2600,0,0,0,1483.57,0,198.89,17,0,0,0,2,2,20,1,0,1,7,9,0,0,0,0,0,0,0,4,11,17,480,0
351961,91450103763080184A,en,4501,6572,2000,00,,,0,0,3186.95,3186.95,3186.95,0,0,3186.95,0,0,0,0,0,35.67,20,0,0,0,3,0,20,0,0,0,8,10,0,0,0,0,0,0,0,4,13,17,323.7,0
351967,91450100MA5L1EAN0A,en,4501,7452,12000,00,,,0,0,48948.2,48948.2,48948.2,0,0,48948.2,0,0,0,0,0,5047.84,123,0,0,0,37,4,105,35,0,35,32,51,0,63,0,0,18,25,20,6,62,16,2643,11
351968,91450100788446226E,en,4501,2684,4000,00,,,0,6855,6855,6855,0,0,0,0,0,6855,0,0,0,887,13,0,0,0,0,0,13,1,0,1,4,8,0,0,0,0,0,0,0,6,3,0,0,0
351970,914501003273444380,en,4501,6519,50000,00,,,0,0,1478.12,1478.12,13.69,0,0,13.69,0,1006.79,1006.79,457.64,0,92.21,10,0,0,0,2,0,11,0,0,0,4,6,0,1,0,1,0,0,0,3,4,5,272.16,0
351971,91450100791345004P,en,4501,6513,1000,00,,,0,0,1766.25,1766.25,1504,0,0,1504,0,262.25,0,0,0,847.77,10,0,0,0,0,0,13,0,0,0,4,6,0,0,0,0,0,0,0,2,8,10,555.7,0
351973,91450100MA5K9W0B0N,en,4501,0512,10000,00,,,0,0,3333,3333,0,0,0,0,0,3333,1000,0,0,-1,16,0,0,0,6,6,11,0,0,0,4,5,0,0,0,0,0,0,0,6,5,8,185,5
351975,91450103070645277W,en,4501,6513,714.29,00,,,0,0,377.48,377.48,154.65,0,0,154.65,0,0,0,222.83,0,-2287.27,25,0,0,0,9,1,25,2,0,2,9,14,0,7,0,0,0,2,5,4,7,18,1136.4,3
351976,91450100340442753G,en,4501,6513,10000,00,,,0,0,4097,4097,3908,0,0,3908,0,0,0,0,189,179,9,0,0,0,0,0,8,0,0,0,1,8,0,6,0,0,0,1,5,2,6,6,210,0
351980,91450100552265381U,en,4501,6513,5000,00,,,0,0,3972.39,3972.39,3269.33,0,1438.39,654,1176.94,0,0,0,703.05,-102.14,19,0,0,0,1,0,22,0,0,0,10,8,1,12,0,0,3,6,3,7,9,8,420.9,0
351981,91450100554707550A,en,4501,6513,1000,00,,,0,0,7475.79,7475.79,0,0,0,0,0,7475.79,6200,0,0,1060.03,13,0,0,0,1,0,14,0,0,0,6,1,10,3,0,0,0,3,0,5,7,8,617.52,0
351982,91450100092736786E,en,4501,6519,500,00,,,0,0,2617,2617,2613.3,0,0,2613.3,0,3.7,3.7,0,0,201.34,31,0,0,0,2,2,29,1,0,1,28,2,2,16,0,0,0,1,15,3,22,22,893,0
351983,91450100327386742W,en,4501,6513,5000,00,,,0,0,1645.98,1645.98,435.63,0,0,435.63,0,1210.35,1210.35,0,0,-112.95,18,0,0,0,0,0,18,0,0,0,9,9,10,2,0,0,1,1,0,3,13,13,720.52,0
351984,91450100MA5K9RJAX0,en,4501,4999,5000,00,,,0,0,2494.41,2494.41,2000,0,1500,0,500,400,0,90,4.41,-935.85,8,0,0,0,0,0,10,1,0,1,2,0,0,0,0,0,0,0,0,2,3,10,17,0
351985,914501003307553931,en,4501,6439,5000,00,,,0,0,261.7,16.2,261.7,0,0,245.5,0,0,0,0,0,-282.73,18,0,0,0,10,3,8,0,0,0,10,8,5,0,0,0,0,0,0,4,0,5,384,0
351987,914501077852078442,en,4501,4050,10000,00,,,0,3023.52,3023.52,3023.52,0,0,0,0,0,3023.52,2496.48,0,0,45.01,9,0,0,0,0,0,9,0,0,0,5,2,0,5,0,0,5,0,0,3,6,7,496.62,2
351991,91450100596883675R,en,4501,0190,10300,00,,,0,0,26618,26618,0,0,0,0,0,26618,26532,0,0,1793,22,0,0,0,4,3,20,1,0,1,4,17,0,0,0,0,0,0,0,6,12,12,1352,0
351992,9145010056909913XE,en,4501,2761,87511.76,00,,,0,2092.95,2092.95,2092.95,0,0,0,0,0,2092.95,2092.95,0,0,-1884.26,26,0,0,0,4,1,28,1,0,1,10,8,0,2,1,1,0,0,0,8,12,13,1235.8,0
351994,914501005640451403,en,4501,7520,3000,00,,,0,0,3672.63,3013.93,0,0,0,0,0,0,0,0,3672.63,382.57,21,0,0,0,0,0,22,1,0,1,11,5,0,0,0,0,0,0,0,6,0,0,0,0
352001,91450100692798016G,en,4501,3511,35000,00,,,0,4382.12,4382.12,4223.84,0,0,0,0,0,4223.84,4223.84,0,158.28,-113.63,28,0,0,0,0,0,30,0,0,0,8,11,0,0,0,0,0,0,0,6,10,10,1215,1
352005,9145010007908236XU,en,4501,7484,3000,00,,,0,0,1352,1352,1352,0,0,1352,0,0,0,0,0,254,12,0,0,0,0,0,18,0,0,0,7,5,0,0,0,0,0,0,0,3,7,5,187,0
352009,91450100MA5KEQLA7N,en,4501,6532,5000,00,,,0,0,2596,2596,1386.45,0,0,1386.45,0,1135.53,1135.53,0,74.02,324,9,0,0,0,6,1,9,0,0,0,6,2,0,0,0,0,0,0,0,0,0,8,358.7,6
352010,9145010007063907XF,en,4501,6560,2000,00,,,0,0,1038,1038,200,0,0,200,0,0,0,838,0,-202,8,0,0,0,3,0,8,0,0,0,3,1,4,5,0,0,0,2,3,3,5,5,100,0
352011,9145010006357647XD,en,4501,7484,10000,00,,,0,0,3828.23,3828.23,3828.23,0,0,3828.23,0,0,0,0,0,47.1,20,0,0,0,2,2,14,0,0,0,13,7,0,0,0,0,0,0,0,4,6,13,195.28,0
352013,91450100077142592X,en,4501,6511,2000,00,,,0,200,130,130,0,0,0,0,0,130,0,0,0,-123,3,0,0,0,0,0,3,1,1,0,1,0,0,2,1,0,1,0,0,2,0,0,0,1
352015,914501005794233435,en,4501,6513,5000,00,,,0,0,1447,1447,1447,0,0,1447,0,0,0,0,0,-428,17,0,0,0,5,3,16,0,0,0,6,11,0,0,0,0,0,0,0,4,11,5,40,0
352016,9145010057683637XX,en,4501,6599,11250,00,,,0,0,748,748,678,0,0,678,0,0,0,70,0,-1826.8,2,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,371,0
352019,91450100MA5KA10Q45,en,4501,6429,3000,00,,,0,0,4624.74,4624.74,3056.58,0,0,3056.58,0,0,0,0,1568.16,355.5,24,0,0,0,12,0,20,2,0,2,6,9,3,0,0,0,0,0,0,2,2,8,104.77,0
352021,914501003273314346,en,4501,6319,10000,00,,,0,0,1951.63,1951.63,1361.14,0,0,1361.14,0,590.49,0,0,0,283.79,20,0,0,0,3,0,15,0,0,0,12,8,0,0,0,0,0,0,0,4,8,8,703.04,0
352022,9145010033068955XA,en,4501,7452,2000,00,,,0,0,1431,1431,1431,0,0,1431,0,0,0,0,0,231,13,0,0,0,1,1,14,0,0,0,4,5,1,9,0,0,1,4,4,4,9,9,250,8
352023,91450103MA5KB33W3Q,en,4501,6599,50000,00,,,0,0,624,624,0,0,0,0,0,624,624,0,0,-68.31,13,0,0,0,2,0,13,0,0,0,3,0,0,0,0,0,0,0,0,4,2,4,60,0
352025,91450100054382411A,en,4501,6410,10000,00,,,0,0,7022,7022,7022,0,0,7022,0,0,0,0,0,653.8,10,0,0,0,0,0,8,0,0,0,2,8,9,0,0,0,0,0,0,3,7,5,77,0
352026,91450100773875677N,en,4501,6532,10000,00,,,0,0,4653.61,4653.61,0,0,0,0,0,4653.61,3511.36,0,0,47.35,15,0,0,0,3,0,14,0,0,0,3,6,0,0,0,0,0,0,0,0,0,5,372.29,0
352027,914501035871428837,en,4501,7530,300,00,,,0,0,412.62,412.62,412.62,0,0,412.62,0,0,0,0,0,20.77,5,0,0,0,0,0,5,0,0,0,3,2,0,0,0,0,0,0,0,2,3,5,25.2,6
352028,914501005594351957,en,4501,3862,10000,00,,,0,3923.81,3457.35,3457.35,350,0,0,350,0,3107.35,1805.58,0,0,22.35,22,0,0,0,0,0,21,2,0,2,7,3,0,0,0,0,0,0,0,3,0,8,185.1,10
352032,91450100073764618J,en,4501,7512,500,00,,,0,0,3185,3183,986,0,0,986,0,327,0,1870,2,64,20,0,0,0,3,0,18,4,3,1,7,6,4,1,0,0,0,1,0,5,11,11,1009,0
352033,9145010056907352X9,en,4501,6519,3000,00,,,0,0,3793,3793,217,0,0,217,0,0,0,3576,0,136,15,0,0,0,2,2,15,0,0,0,12,2,0,15,0,0,0,12,3,3,12,12,135,0
352035,91450105077124538H,en,4501,4050,1000,00,,,0,1151.71,1056.47,1056.47,0,0,0,0,0,1056.47,1056.47,0,0,4.07,3,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,1,2,3,32,7
352036,91450100576846332X,en,4501,3872,5000,00,,,0,441.57,272.3,272.3,0,0,0,0,0,272.3,15.5,0,0,-9.2,4,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,85,5
352039,91450100MA5KD4RK1H,en,4501,3990,5000,00,,,0,1874,1874,1874,0,0,0,0,0,1874,1377.4,0,0,318.47,11,0,0,0,4,0,20,0,0,0,1,5,0,0,0,0,0,0,0,2,0,8,200.12,0
352040,91450100322580458A,en,4501,6322,2000,00,,,0,0,862.6,862.6,0,0,0,0,0,862.6,862.6,0,0,-152.26,16,0,0,0,0,0,12,0,0,0,10,6,0,2,0,0,0,2,0,2,7,7,51.76,0
352041,91450100054377823L,en,4501,3599,24431.19,00,,,0,3120,1230,1040,50,0,0,50,0,792,650,198,190,-137.18,25,0,0,0,5,3,23,1,0,1,2,10,8,10,1,1,0,0,8,12,10,10,210,0
352042,91450103340323447B,en,4501,8394,1800,00,,,0,0,806.72,806.72,0,0,0,0,0,806.72,806.72,0,0,-369.67,8,0,0,0,0,0,8,1,0,1,3,4,0,0,0,0,0,0,0,1,5,5,178.55,6
352043,91450100322588695A,en,4501,6429,5000,00,,,0,0,611.47,579.5,148.97,0,0,0,148.97,462.5,377.1,0,0,106.51,6,0,0,0,1,0,6,1,0,1,5,0,0,0,0,0,0,0,0,2,0,6,190,0
352044,91450126MA5KD05QXL,en,4501,6434,5000,00,,,0,0,352.15,352.15,0,0,0,0,0,352.15,352.15,0,0,23.87,8,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,28,0
352046,91450102348479454T,en,4501,6560,5100,00,,,0,0,666.42,666.42,666.42,0,0,666.42,0,0,0,0,0,-180.35,12,0,0,0,0,0,12,0,0,0,8,4,0,1,0,0,0,1,0,3,9,5,66.4,0
352047,9145010066214920XW,en,4501,1492,10000,00,,,0,1167,1379,1379,0,0,0,0,0,1379,1280,0,0,-1246,15,0,0,0,0,0,16,0,0,0,4,5,0,0,0,0,0,0,0,3,2,2,450,9
352054,91450100771714589K,en,4501,6513,1000,00,,,0,0,767,767,412,0,0,412,0,355,355,0,0,0,10,0,0,0,3,3,10,0,0,0,5,3,0,0,0,0,0,0,0,2,8,10,360,0
352056,914501033273889321,en,4501,6571,8000,00,,,0,0,1137.97,1137.97,651.46,0,0,123.3,528.16,376.07,376.07,52.19,58.25,0.98,12,0,0,0,5,0,10,0,0,0,3,5,0,0,0,0,0,0,0,3,3,3,166.9,0
352058,914501003101713666,en,4501,0142,3000,00,,,0,0,5019.93,5019.93,0,0,0,0,0,5019.93,3208.31,0,0,102.45,16,0,0,0,0,0,16,0,0,0,5,11,0,2,0,0,2,0,0,2,6,8,700,1
352059,91450100685167304W,en,4501,6519,3000,00,,,0,0,1049,1049,0,0,0,0,0,1049,1049,0,0,59,10,3,1,1,0,0,10,3,2,1,7,0,0,5,0,0,1,3,1,2,5,5,383,0
352061,91450100MA5KD7K289,en,4501,7452,30000,00,,,0,0,11889.7,11889.7,11889.7,0,0,11889.7,0,0,0,0,0,23.33,100,2,0,0,66,17,95,7,1,6,51,41,78,14,0,1,11,2,0,13,84,26,2101.98,3
352062,91450100677740828F,en,4501,5127,10000,00,,,0,0,250,250,0,0,0,0,0,250,200,0,0,-59,10,1,0,0,3,2,7,0,0,0,2,2,0,2,1,0,0,0,1,4,2,3,25,10
352063,914501075572280373,en,4501,6513,5000,00,,,0,0,58,58,58,0,0,58,0,0,0,0,0,-73,15,0,0,0,0,0,15,3,1,2,4,4,0,2,0,0,1,1,0,2,2,4,65,10
352064,914501007188745756,en,4501,3861,10000,13,2015,2,0,746.61,1327.85,1226.2,0,0,0,0,0,13.62,13.62,1212.58,101.64,-3.87,10,0,0,0,2,2,8,0,0,0,5,4,0,0,0,0,0,0,0,2,6,5,82,2
352065,91450100083634980A,en,4501,3493,1000,00,,,0,43,43,43,0,0,0,0,0,43,43,0,0,-70,17,0,0,0,0,0,17,10,1,9,5,2,6,7,0,0,1,2,4,5,11,11,192,6
352068,91450100322577494W,en,4501,6410,2000,00,,,0,0,992,992,992,0,0,992,0,0,0,0,0,-1180,21,0,0,0,8,3,11,0,0,0,2,9,8,0,0,0,0,0,0,3,7,9,248,0
352069,91450100MA5KBF806W,en,4501,3599,15000,00,,,0,351.2,351.2,351.2,0,0,0,0,0,351.2,351.2,0,0,-180.06,8,0,0,0,0,0,7,2,0,2,3,3,4,5,0,0,2,2,1,3,2,4,323,1
352071,91450100690245485M,en,4501,6433,2000,00,,,0,0,1302,925,377,0,0,377,0,925,925,0,0,-880.5,27,0,0,0,15,3,30,0,0,0,11,15,12,1,0,0,0,0,1,0,0,27,803,0
352074,914501005932061854,en,4501,6513,3000,00,,,0,0,796,796,210,0,0,0,210,586,0,0,0,-55.1,9,0,0,0,0,0,8,1,0,1,4,4,0,0,0,0,0,0,0,2,0,6,330,0
352076,914501005547390263,en,4501,7340,28000,00,,,0,2300,4703,4703,0,0,0,0,0,4703,4703,0,0,-2509,82,0,0,0,3,3,82,2,0,2,29,26,0,18,2,2,0,6,8,20,62,48,1382,1
352080,914501223218018020,en,4501,0329,500,00,,,0,701,701,701,0,0,0,0,0,600,600,66,35,19,12,0,0,0,0,0,12,0,0,0,3,2,0,2,0,0,0,1,1,3,5,5,120,1
352081,9145010358714538X1,en,4501,6519,10000,00,,,0,0,478.4,478.4,260,0,0,260,0,218.4,218.4,0,0,-3.2,14,0,0,0,0,0,14,2,0,2,6,6,10,0,0,0,0,0,0,5,7,5,65.7,0
352082,9145010734028891XJ,en,4501,6540,1000,00,,,0,0,695.37,695.37,695.37,0,0,695.37,0,0,0,0,0,34.03,11,0,0,0,4,2,5,0,0,0,5,4,0,1,0,0,0,1,0,2,5,5,196.8,0
352084,91450100086518969H,en,4501,7519,50000,00,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-556,7,0,0,0,0,0,7,0,0,0,5,2,0,0,0,0,0,0,0,3,4,4,120,0
352086,91450100593218899F,en,4501,7515,1000,00,,,0,0,685.35,685.35,630.5,0,0,630.5,0,0,0,0,54.85,210.83,4,0,0,0,0,0,4,2,1,1,2,0,0,0,0,0,0,0,0,2,2,4,43.18,0
352087,91450100057532462K,en,4501,6511,5000,00,,,0,0,443.76,443.76,155.32,54.36,38.83,46.6,11.53,110.94,0,133.13,44.38,-110.62,13,0,0,0,5,3,9,1,0,1,1,5,0,2,0,0,0,0,2,3,2,7,50.5,0
352089,91450100MA5KA9QD5Y,en,4501,6513,3500,00,,,0,0,348,348,52,0,0,52,0,296,271,0,0,-19,7,0,0,0,1,1,7,1,0,1,6,0,0,0,0,0,0,0,0,2,5,5,42,0
352091,9145010309880679XJ,en,4501,6513,500,00,,,0,0,586.04,586.04,586.04,0,538.47,47.57,0,0,0,0,0,-49.62,8,0,0,0,0,0,8,1,0,1,1,6,0,3,1,0,0,1,1,0,7,4,222.46,8
352094,914501005898037374,en,4501,0111,31080,00,,,0,0,3737,237,190,0,0,190,0,47,47,0,3500,491,8,0,0,0,0,0,8,0,0,0,5,3,0,8,0,0,3,2,3,3,4,8,2655,0
352096,91450105330648475E,en,4501,5299,1000,00,,,0,0,249.2,165.4,0,0,0,0,0,119.4,85.9,46,83.8,-101.3,7,0,0,0,7,2,7,0,0,0,4,3,0,0,0,0,0,0,0,3,1,2,230,25
352097,91450100330630849L,en,4501,7519,2000,00,,,0,0,427,427,121,0,0,121,0,306,278,0,0,-128,5,0,0,0,0,0,5,1,0,1,4,0,0,0,0,0,0,0,0,2,3,5,189,0
352098,91450100310187077C,en,4501,6513,10000,00,,,0,0,241.8,241.8,0,0,0,0,0,241.8,0,0,0,33.9,2,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,1,0,0,0,2,2,90.1,0
352100,91450100065426512C,en,4501,6532,2000,00,,,0,0,528.9,528.9,528.9,0,0,528.9,0,0,0,0,0,53.8,8,0,0,0,6,2,8,0,0,0,6,2,0,0,0,0,0,0,0,2,6,5,54,0
352101,914501000836180678,en,4501,2625,2000,00,,,0,182.7,92.6,92.6,92.6,0,0,92.6,0,0,0,0,0,-544.89,18,0,0,0,0,0,18,0,0,0,10,8,0,0,0,0,0,0,0,5,8,11,234.68,0
352102,91450100330797016E,en,4501,6511,20000,00,,,0,0,205,183,0,0,0,0,0,183,152,0,22,-275,9,0,0,0,4,2,9,0,0,0,3,6,0,1,0,0,0,0,1,4,2,6,172,0
352103,91450122796807239W,en,4501,1491,2000,00,,,0,2511,2468,2468,0,0,0,0,0,2468,2468,0,0,-10,35,0,0,0,1,0,35,0,0,0,9,4,0,0,0,0,0,0,0,4,15,15,661,0
352105,91450100340302208W,en,4501,0212,2000,00,,,0,0,89,89,89,0,0,89,0,0,0,0,0,-105,8,0,0,0,0,0,8,2,0,2,4,2,0,0,0,0,0,0,0,2,6,4,83,0
352107,91450100330748249N,en,4501,1492,10000,00,,,0,135,147,147,0,0,0,0,0,147,147,0,0,20,20,0,0,0,10,7,6,1,0,1,14,5,10,6,0,0,0,3,3,2,5,6,101,1
352109,91450100MA5KE62931,en,4501,2319,5000,00,,,0,16.78,16.78,16.78,0,0,0,0,0,16.78,16.78,0,0,-104.78,6,0,0,0,0,0,6,0,0,0,2,4,0,0,0,0,0,0,0,2,1,3,1.68,0
